Pakistan Stock Exchange - COMPLETELY FIXED Data
Timestamp,2025-12-21 08:19:28
Total Valid Stocks,485
Supabase Upload,Yes
Fix Applied,Complete column mapping correction - All data validated

Symbol,Sector,Listed_In,LDCP,Open,High,Low,Current,Change,Change(%),Volume
"PASL
NC",0813,ALLSHR,3.24,3.22,3.44,3.22,3.25,0.01,0.31,2996008.0
LUCK,0804,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,UPP9",485.49,485.67,503.04,485.67,499.04,13.55,2.79,2918362.0
TPLT,0828,"ALLSHR,KMIALLSHR",10.25,10.25,11.04,10.25,10.92,0.67,6.54,2833817.0
KTML,0829,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",69.01,69.99,69.99,66.25,66.36,-2.65,-3.84,2599617.0
AGSML,0826,ALLSHR,10.29,10.1,10.38,9.7,9.76,-0.53,-5.15,2534898.0
BGL,0811,ALLSHR,13.07,13.11,14.14,12.81,13.38,0.31,2.37,2530081.0
AVN,0828,"ALLSHR,KMIALLSHR",44.6,44.71,46.24,44.51,44.95,0.35,0.78,2516692.0
KOHC,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",107.56,107.56,112.01,107.0,109.43,1.87,1.74,2461506.0
PIOC,0804,"ALLSHR,JSMFI,KMIALLSHR,KSE100,KSE100PR,MII30",396.45,398.9,402.1,390.01,390.84,-5.61,-1.41,2455716.0
ALTN,0824,ALLSHR,12.03,12.0,12.4,11.77,12.14,0.11,0.91,2433312.0
ASL,0808,"ALLSHR,KMIALLSHR",13.66,13.55,13.8,13.11,13.24,-0.42,-3.07,2405235.0
STPL,0818,ALLSHR,8.7,8.64,8.78,8.23,8.43,-0.27,-3.1,2265245.0
FECTC,0804,"ALLSHR,KMIALLSHR",158.11,159.8,166.0,154.04,159.96,1.85,1.17,2198042.0
AGHA,0808,ALLSHR,8.59,8.6,8.64,8.32,8.39,-0.2,-2.33,2163389.0
KAPCO,0824,"ALLSHR,KSE100,KSE100PR",38.91,38.75,39.38,38.01,38.23,-0.68,-1.75,2127351.0
HUBC,0824,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,PSXDIV20,UPP9",220.98,221.85,222.89,220.05,220.56,-0.42,-0.19,2060174.0
PSO,0821,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI",458.41,460.0,464.35,458.0,459.33,0.92,0.2,1990758.0
PRL,0825,"ALLSHR,KMI30,KMIALLSHR,KSE30",36.43,36.5,36.5,35.8,35.87,-0.56,-1.54,1943500.0
OGDC,0820,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI,PSXDIV20",269.29,270.0,271.7,267.38,267.99,-1.3,-0.48,1865442.0
LPL,0824,ALLSHR,25.53,25.63,26.9,25.4,25.55,0.02,0.08,1687191.0
FDPL,0813,ALLSHR,6.7,6.7,6.82,6.51,6.55,-0.15,-2.24,1682763.0
IMAGE,0827,"ALLSHR,KMIALLSHR,PSXDIV20",25.61,25.61,26.3,25.47,26.1,0.49,1.91,1647550.0
UNITY,0810,"ACI,ALLSHR,KSE100,KSE100PR",21.76,21.86,21.86,21.52,21.64,-0.12,-0.55,1629347.0
TRG,0828,"ALLSHR,KSE100,KSE100PR",72.34,72.38,72.6,71.5,71.58,-0.76,-1.05,1598726.0
SNBL,0807,ALLSHR,26.61,26.79,27.0,26.01,26.14,-0.47,-1.77,1580390.0
"OBOY
NC",0821,"ALLSHR,KMIALLSHR",11.7,11.95,11.95,11.03,11.21,-0.49,-4.19,1575571.0
FFC,0809,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,PSXDIV20,UPP9",588.99,592.0,594.0,583.01,585.0,-3.99,-0.68,1543331.0
FCSC,0813,ALLSHR,6.56,6.64,6.64,6.32,6.4,-0.16,-2.44,1512272.0
SNGP,0821,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30",118.98,119.03,120.35,118.3,118.53,-0.45,-0.38,1382328.0
SLGL,0833,"ALLSHR,KMIALLSHR",21.17,21.2,21.3,20.73,20.79,-0.38,-1.8,1373006.0
DSIL,0830,ALLSHR,14.89,15.0,15.24,14.4,14.58,-0.31,-2.08,1350265.0
WAFI,0821,"ALLSHR,KMIALLSHR",226.31,225.12,248.94,225.12,247.27,20.96,9.26,1335843.0
GCWL,0805,"ALLSHR,KMIALLSHR",20.22,20.38,20.38,20.06,20.17,-0.05,-0.25,1333880.0
PAKRI,0812,ALLSHR,16.87,17.18,17.25,16.7,16.77,-0.1,-0.59,1248495.0
WAVESAPP,0803,ALLSHR,9.69,9.75,9.75,9.45,9.58,-0.11,-1.13,1239738.0
LOADS,0802,"ALLSHR,KMIALLSHR",18.38,18.5,18.65,18.2,18.29,-0.09,-0.49,1220799.0
EPCL,0805,"ALLSHR,KMIALLSHR",35.77,36.01,36.2,34.9,35.11,-0.66,-1.85,1169085.0
"PIL
NC",0812,ALLSHR,6.02,6.12,6.42,6.0,6.34,0.32,5.32,1158752.0
WAVES,0803,"ALLSHR,KMIALLSHR",13.31,13.44,13.44,13.22,13.26,-0.05,-0.38,1155164.0
AKBL,0807,"ALLSHR,KSE100,KSE100PR",100.04,100.16,101.0,98.0,98.15,-1.89,-1.89,1127618.0
GCIL,0805,"ALLSHR,KMIALLSHR",34.56,34.6,34.89,33.98,34.18,-0.38,-1.1,1123988.0
HBL,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20,UPP9",325.39,326.98,326.98,319.0,320.49,-4.9,-1.51,1109243.0
LSECL,0813,ALLSHR,4.52,4.56,4.65,4.33,4.39,-0.13,-2.88,1066218.0
SYS,0828,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,NBPPGI,NITPGI,UPP9",166.04,165.0,168.5,165.0,167.59,1.55,0.93,1063126.0
DNCC,0804,"ALLSHR,KMIALLSHR",26.33,26.69,26.69,25.0,25.19,-1.14,-4.33,1049164.0
MARI,0820,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI",703.23,702.0,714.1,702.0,706.73,3.5,0.5,1029507.0
BAFL,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,PSXDIV20",108.27,108.39,108.49,105.35,105.84,-2.43,-2.24,1008001.0
ICIBL,0813,ALLSHR,5.65,5.69,5.75,5.58,5.59,-0.06,-1.06,993932.0
PKGP,0824,"ALLSHR,KSE100,KSE100PR",62.84,63.11,64.0,61.26,62.16,-0.68,-1.08,978320.0
"AMTEX
NC",0830,ALLSHR,4.52,4.64,4.68,4.51,4.52,0.0,0.0,968731.0
BCL,0808,"ALLSHR,KMIALLSHR",96.01,96.1,102.4,95.1,99.08,3.07,3.2,935599.0
JSMFETF,0837,,12.6,12.6,12.71,12.47,12.51,-0.09,-0.71,932000.0
LOTCHEM,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",29.41,29.41,29.6,29.0,29.5,0.09,0.31,931104.0
TRIPF,0818,ALLSHR,159.64,160.97,169.0,160.0,161.31,1.67,1.05,906225.0
ISL,0808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",107.39,109.8,112.0,106.0,109.49,2.1,1.96,895791.0
AHCL,0809,"ALLSHR,PSXDIV20",15.89,15.9,15.93,15.75,15.85,-0.04,-0.25,884299.0
CYAN,0813,ALLSHR,48.72,48.72,51.49,47.48,50.36,1.64,3.37,863921.0
GGL,0805,"ALLSHR,KMIALLSHR",25.96,26.38,26.4,25.43,25.77,-0.19,-0.73,861429.0
JSML,0826,"ALLSHR,KMIALLSHR",61.84,63.99,68.02,61.5,67.58,5.74,9.28,856443.0
CHBL,0829,ALLSHR,12.07,12.2,13.0,12.2,12.48,0.41,3.4,855528.0
LSEVL,0813,ALLSHR,6.79,6.84,6.84,6.36,6.44,-0.35,-5.15,854293.0
UBL,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20,UPP9",410.69,411.1,415.0,406.0,412.07,1.38,0.34,850712.0
AIRLINK,0828,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR",171.49,172.89,172.89,168.5,169.54,-1.95,-1.14,839932.0
FABL,0807,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",90.18,90.48,90.99,89.6,89.76,-0.42,-0.47,812406.0
BIPL,0807,"ALLSHR,KMIALLSHR,PSXDIV20",34.04,34.05,34.39,33.5,33.64,-0.4,-1.17,800580.0
POWER,0804,"ALLSHR,KMIALLSHR",18.87,18.86,19.14,18.71,18.84,-0.03,-0.16,786859.0
SEL,0824,"ALLSHR,KMIALLSHR",41.46,43.93,43.93,38.75,39.32,-2.14,-5.16,778645.0
"MDTL
NC",0828,ALLSHR,4.24,4.33,4.33,4.15,4.22,-0.02,-0.47,764016.0
IBLHL,0823,"ALLSHR,KMIALLSHR",66.77,68.0,68.0,65.0,66.09,-0.68,-1.02,709272.0
TPLRF1,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",10.85,11.02,11.15,10.82,10.99,0.14,1.29,661637.0
STCL,0811,"ALLSHR,KMIALLSHR",15.37,15.88,16.25,15.5,15.71,0.34,2.21,661354.0
DCR,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",37.41,37.55,38.0,37.34,37.9,0.49,1.31,660633.0
ZAL,0828,"ALLSHR,KMIALLSHR",48.85,48.85,49.19,47.9,48.12,-0.73,-1.49,634142.0
EFERT,0809,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,NBPPGI,NITPGI,PSXDIV20,UPP9",220.83,221.0,222.0,218.37,218.57,-2.26,-1.02,628403.0
THCCL,0804,ALLSHR,86.56,85.92,86.76,85.7,86.13,-0.43,-0.5,627424.0
NETSOL,0828,"ALLSHR,KMIALLSHR",137.02,138.39,138.39,133.5,133.86,-3.16,-2.31,584443.0
NRL,0825,"ALLSHR,JSMFI,KMI30,KMIALLSHR",422.31,422.31,424.0,415.0,415.99,-6.32,-1.5,570811.0
WASL,0819,"ALLSHR,KMIALLSHR",6.76,6.75,6.8,6.62,6.65,-0.11,-1.63,543150.0
"ASC
NC",0810,ALLSHR,13.51,13.94,13.94,13.28,13.31,-0.2,-1.48,539096.0
SPEL,0822,"ALLSHR,KMIALLSHR",58.53,58.9,59.24,57.0,57.08,-1.45,-2.48,538623.0
PREMA,0810,"ALLSHR,KMIALLSHR",39.94,40.12,40.14,39.4,39.59,-0.35,-0.88,534094.0
FCEPL,0810,"ALLSHR,KMIALLSHR",86.5,86.82,88.49,86.25,86.67,0.17,0.2,529170.0
KOIL,0829,ALLSHR,33.14,33.5,34.3,33.07,33.36,0.22,0.66,526046.0
NEXT,0813,ALLSHR,14.9,15.99,16.39,14.9,15.97,1.07,7.18,512704.0
BFAGRO,0810,"ALLSHR,KMIALLSHR",42.0,42.5,43.1,41.7,41.95,-0.05,-0.12,512449.0
SGF,0816,"ALLSHR,KMIALLSHR",118.51,119.0,119.05,111.16,115.14,-3.37,-2.84,484296.0
CRTM,0829,"ALLSHR,KMIALLSHR",28.28,28.28,28.94,28.01,28.36,0.08,0.28,482776.0
SYM,0828,"ALLSHR,KMIALLSHR",13.83,13.8,13.95,13.69,13.75,-0.08,-0.58,477005.0
GGGL,0811,"ALLSHR,KMIALLSHR",10.79,10.82,10.98,10.51,10.73,-0.06,-0.56,455786.0
"DFML
NC",0801,ALLSHR,24.01,24.3,24.3,23.75,23.9,-0.11,-0.46,444650.0
HMB,0807,"ALLSHR,KSE100,KSE100PR",111.71,112.0,112.4,111.0,111.13,-0.58,-0.52,438990.0
EPQL,0824,"ALLSHR,KMIALLSHR",32.96,32.96,33.99,32.8,33.07,0.11,0.33,424411.0
CPHL,0823,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR",88.87,88.9,89.0,87.35,87.6,-1.27,-1.43,412434.0
"IPAK
XB",0822,"ALLSHR,KMIALLSHR",28.19,28.1,28.38,27.5,27.6,-0.59,-2.09,399029.0
FATIMA,0809,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",144.57,145.96,145.96,143.5,143.77,-0.8,-0.55,389319.0
ALAC,0812,ALLSHR,12.02,12.15,12.22,12.0,12.2,0.18,1.5,356324.0
CPPL,0822,"ALLSHR,KMIALLSHR",100.55,100.99,103.98,100.2,101.68,1.13,1.12,356218.0
"DBCI
NC",0804,ALLSHR,8.1,8.17,8.35,7.75,7.82,-0.28,-3.46,353309.0
PINL,0812,ALLSHR,10.55,10.69,10.99,10.31,10.36,-0.19,-1.8,350511.0
ATRL,0825,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI",652.15,651.02,653.67,645.8,646.94,-5.21,-0.8,345831.0
BBFL,0810,"ALLSHR,KMIALLSHR",50.55,50.98,51.4,50.0,50.69,0.14,0.28,339014.0
DOL,0805,"ALLSHR,KMIALLSHR",35.4,35.69,35.98,34.91,35.5,0.1,0.28,332868.0
ASTL,0808,ALLSHR,24.24,24.4,24.4,23.56,24.06,-0.18,-0.74,330767.0
AICL,0812,"ALLSHR,KSE100,KSE100PR",82.64,82.94,83.2,80.67,81.33,-1.31,-1.58,328494.0
MIRKS,0826,ALLSHR,38.34,38.5,38.9,36.5,37.1,-1.24,-3.23,317433.0
BAPL,0805,ALLSHR,42.98,43.76,45.5,43.0,43.28,0.3,0.7,314346.0
MZNPETF,0837,,20.75,20.87,20.99,20.77,20.79,0.04,0.19,312000.0
UDLI,0818,"ALLSHR,KMIALLSHR",17.8,17.77,18.9,17.4,18.48,0.68,3.82,300518.0
OCTOPUS,0828,"ALLSHR,KMIALLSHR",44.14,43.92,44.63,43.9,43.99,-0.15,-0.34,298946.0
GAL,0801,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30",550.21,551.9,556.0,547.07,549.16,-1.05,-0.19,283336.0
NCL,0829,"ACI,ALLSHR",45.99,45.22,47.25,45.22,46.26,0.27,0.59,281869.0
GHNI,0801,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30",830.1,831.0,835.0,813.0,816.06,-14.04,-1.69,281744.0
AKDSL,0813,ALLSHR,35.98,36.0,36.03,35.51,35.99,0.01,0.03,271014.0
CHCC,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",365.43,365.0,367.0,354.56,358.88,-6.55,-1.79,267779.0
"CWSM
NC",0830,ALLSHR,50.26,51.44,51.5,50.0,50.12,-0.14,-0.28,255227.0
FLYNG,0804,"ALLSHR,KMIALLSHR",53.54,54.3,54.94,49.08,51.88,-1.66,-3.1,251963.0
IGIHL,0812,ALLSHR,254.33,255.01,258.29,251.0,251.92,-2.41,-0.95,249298.0
JVDC,0838,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,PSXDIV20",80.38,80.3,81.45,79.5,81.09,0.71,0.88,249035.0
MCB,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20",370.05,370.05,373.49,367.5,368.62,-1.43,-0.39,240905.0
IREIT,0836,"ALLSHR,KMIALLSHR",9.75,9.8,9.8,9.6,9.71,-0.04,-0.41,238266.0
KML,0829,"ALLSHR,KMIALLSHR",15.01,15.02,15.23,14.9,14.99,-0.02,-0.13,237322.0
BAHL,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20",188.01,188.7,189.95,184.26,186.27,-1.74,-0.92,221303.0
ANL,0829,"ALLSHR,KMIALLSHR",11.68,11.51,11.94,11.51,11.7,0.02,0.17,219184.0
"SPL
NC",0805,ALLSHR,71.79,78.0,78.0,69.73,70.62,-1.17,-1.63,212510.0
KOHE,0824,"ALLSHR,KMIALLSHR",17.95,18.19,18.19,17.82,17.91,-0.04,-0.22,210750.0
CTM,0830,ALLSHR,6.36,6.5,6.7,6.2,6.34,-0.02,-0.31,209788.0
TCORP,0826,"ALLSHR,KMIALLSHR",19.81,20.25,21.0,19.64,20.59,0.78,3.94,198811.0
GWLC,0804,"ALLSHR,KMIALLSHR",63.02,63.49,63.79,63.0,63.01,-0.01,-0.02,189163.0
MIIETF,0837,,17.37,17.52,17.52,17.38,17.41,0.04,0.23,185500.0
UCAPM,0819,"ALLSHR,KMIALLSHR",6.46,6.41,6.9,6.21,6.51,0.05,0.77,183253.0
CSAP,0808,"ACI,ALLSHR,KMIALLSHR",103.21,104.25,104.95,102.6,103.37,0.16,0.16,181427.0
MTL,0801,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",512.78,513.0,518.0,510.0,514.0,1.22,0.24,178631.0
GHGL,0811,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",37.01,37.01,37.49,36.51,36.77,-0.24,-0.65,175025.0
TSPL,0824,ALLSHR,16.03,16.38,17.0,16.15,16.5,0.47,2.93,171736.0
AGL,0809,ALLSHR,68.29,68.52,68.9,66.7,67.34,-0.95,-1.39,169887.0
GRR,0836,ALLSHR,20.15,20.16,20.4,20.1,20.2,0.05,0.25,163375.0
PICT,0833,ALLSHR,43.56,43.5,43.78,42.51,43.05,-0.51,-1.17,158034.0
GATM,0829,"ACI,ALLSHR,KMIALLSHR",29.48,29.59,29.59,29.0,29.12,-0.36,-1.22,155037.0
NATF,0810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",391.48,391.53,393.79,391.0,391.45,-0.03,-0.01,150125.0
DLL,0813,ALLSHR,652.99,646.0,695.95,625.0,689.07,36.08,5.53,149677.0
"HIRAT
NC",0830,ALLSHR,4.85,5.03,5.03,4.82,4.85,0.0,0.0,147068.0
BFBIO,0823,"ALLSHR,KMIALLSHR",152.92,153.1,154.0,151.76,152.16,-0.76,-0.5,146510.0
MWMP,0818,"ALLSHR,KMIALLSHR",70.55,73.0,74.0,69.72,71.34,0.79,1.12,136274.0
AGP,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",190.68,191.89,191.89,189.11,190.27,-0.41,-0.21,135646.0
"DWSM
NC",0826,ALLSHR,7.43,7.99,8.0,7.51,7.59,0.16,2.15,133788.0
MSCL,0808,"ALLSHR,KMIALLSHR",15.44,15.5,15.62,14.01,14.79,-0.65,-4.21,130647.0
POL,0820,"ALLSHR,KSE100,KSE100PR,KSE30,PSXDIV20",615.28,615.51,617.52,610.0,611.1,-4.18,-0.68,128068.0
GTYR,0802,"ALLSHR,KMIALLSHR",38.98,38.75,39.3,38.5,38.54,-0.44,-1.13,126570.0
INIL,0808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",190.08,190.08,193.8,190.0,191.95,1.87,0.98,126369.0
BNWM,0835,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",72.72,71.22,74.35,71.22,71.43,-1.29,-1.77,123335.0
JSBL,0807,ALLSHR,17.01,17.18,17.19,16.39,16.91,-0.1,-0.59,120693.0
TOWL,0829,"ALLSHR,KMIALLSHR",163.0,163.0,175.0,163.0,171.17,8.17,5.01,119207.0
GATI,0827,"ALLSHR,KMIALLSHR",118.12,118.99,129.44,116.52,120.81,2.69,2.28,118650.0
HICL,0812,ALLSHR,12.5,12.5,12.5,12.36,12.5,0.0,0.0,114521.0
ICL,0805,"ALLSHR,KMIALLSHR",162.68,162.2,163.5,159.2,160.07,-2.61,-1.6,113464.0
HAEL,0829,"ALLSHR,KMIALLSHR",24.65,24.72,25.0,23.0,24.14,-0.51,-2.07,111973.0
HCAR,0801,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",280.44,281.9,281.9,278.0,278.97,-1.47,-0.52,109416.0
HTL,0821,"ALLSHR,KMIALLSHR",54.05,54.1,54.86,52.8,53.07,-0.98,-1.81,108310.0
BWCL,0804,"ALLSHR,KSE100,KSE100PR",539.98,540.03,543.98,522.75,526.86,-13.12,-2.43,102116.0
"ZUMA
NC",0830,ALLSHR,61.93,62.01,65.9,58.75,63.24,1.31,2.11,96435.0
TGL,0811,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",216.07,220.0,220.0,213.0,213.35,-2.72,-1.26,90895.0
NRSL,0805,"ALLSHR,KMIALLSHR",35.09,35.09,35.95,34.1,34.96,-0.13,-0.37,90629.0
"FCEL
NC",0813,ALLSHR,6.06,6.0,6.14,5.92,5.93,-0.13,-2.14,89307.0
TATM,0830,"ALLSHR,KMIALLSHR",180.59,182.88,183.0,178.12,179.52,-1.07,-0.59,87164.0
LCI,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",289.73,290.99,291.0,288.5,289.04,-0.69,-0.24,86619.0
SAZEW,0801,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30",1643.31,1645.0,1670.0,1628.1,1631.35,-11.96,-0.73,85976.0
ILP,0829,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",76.63,76.63,77.49,76.2,77.24,0.61,0.8,82300.0
FTSM,0819,"ALLSHR,KMIALLSHR",19.62,20.85,20.85,17.66,17.93,-1.69,-8.61,81705.0
MFL,0810,"ALLSHR,KMIALLSHR",75.46,76.9,76.9,73.5,74.69,-0.77,-1.02,81131.0
JGICL,0812,ALLSHR,80.89,80.0,80.0,79.23,79.45,-1.44,-1.78,76540.0
ORM,0819,"ALLSHR,KMIALLSHR",12.42,12.4,12.59,12.15,12.4,-0.02,-0.16,73031.0
EMCO,0803,"ALLSHR,KMIALLSHR",66.38,67.8,68.86,63.0,63.36,-3.02,-4.55,71735.0
BFMOD,0819,"ALLSHR,KMIALLSHR",22.96,22.96,23.85,21.3,22.3,-0.66,-2.87,69764.0
ADMM,0829,ALLSHR,54.29,53.7,54.95,52.9,54.29,0.0,0.0,67955.0
HINOON,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",1017.39,1018.0,1049.0,1018.0,1028.09,10.7,1.05,65847.0
LIVEN,0823,"ALLSHR,KMIALLSHR",54.51,54.51,54.84,53.5,53.96,-0.55,-1.01,65672.0
PABC,0818,"ALLSHR,KSE100,KSE100PR",131.12,135.0,135.0,131.0,131.24,0.12,0.09,64239.0
CLCPS,0829,ALLSHR,3.57,3.51,3.7,3.51,3.67,0.1,2.8,64087.0
SHDT,0830,"ALLSHR,KMIALLSHR",55.18,55.2,55.99,54.5,55.04,-0.14,-0.25,63014.0
HABSM,0826,"ALLSHR,KMIALLSHR",87.82,88.95,93.45,85.55,89.76,1.94,2.21,61819.0
ECOP,0818,"ALLSHR,KMIALLSHR",58.22,58.95,58.95,57.5,57.53,-0.69,-1.18,61083.0
IDYM,0830,ALLSHR,173.58,172.05,175.4,171.0,174.02,0.44,0.25,60573.0
SINDM,0819,"ALLSHR,KMIALLSHR",24.27,24.27,26.7,24.27,26.7,2.43,10.01,58475.0
UBLPETF,0837,,39.73,40.04,40.04,38.85,39.8,0.07,0.18,56000.0
PPP,0822,"ALLSHR,KMIALLSHR",150.58,150.58,155.0,149.0,151.35,0.77,0.51,54873.0
GFIL,0829,"ALLSHR,KMIALLSHR",14.28,14.28,15.0,14.0,14.31,0.03,0.21,54781.0
IGIL,0812,ALLSHR,22.89,23.25,24.7,22.89,23.99,1.1,4.81,54710.0
SCBPL,0807,"ALLSHR,KSE100,KSE100PR",69.12,68.6,69.75,68.0,68.99,-0.13,-0.19,52898.0
GLAXO,0823,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,MII30",384.77,385.03,386.0,384.5,385.2,0.43,0.11,51452.0
FPJM,0819,"ALLSHR,KMIALLSHR",9.28,9.4,9.44,9.13,9.14,-0.14,-1.51,50564.0
"SLYT
WU",0830,ALLSHR,11.96,12.2,13.16,12.19,13.16,1.2,10.03,45651.0
BOK,0807,ALLSHR,33.0,33.99,33.99,32.08,33.13,0.13,0.39,44749.0
ESBL,0813,ALLSHR,14.88,15.29,15.29,14.05,14.19,-0.69,-4.64,44170.0
JSCL,0813,ALLSHR,25.46,25.86,25.86,25.11,25.23,-0.23,-0.9,43208.0
ABOT,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",1056.09,1050.0,1070.0,1050.0,1058.94,2.85,0.27,43049.0
TPLI,0812,ALLSHR,22.23,22.8,22.8,22.0,22.39,0.16,0.72,42870.0
PGLC,0815,"ALLSHR,KSE100,KSE100PR",15.9,15.47,16.09,15.02,15.17,-0.73,-4.59,41535.0
AHL,0813,ALLSHR,110.07,111.98,111.98,109.0,109.54,-0.53,-0.48,37612.0
"CJPL
WU",0814,ALLSHR,16.51,16.69,17.07,16.51,16.82,0.31,1.88,36961.0
HGFA,0806,"ALLSHR,KSE100,KSE100PR",17.69,18.24,18.28,17.35,18.05,0.36,2.04,36706.0
