Pakistan Stock Exchange - COMPLETELY FIXED Data
Timestamp,2025-12-17 21:34:32
Total Valid Stocks,482
Fix Applied,Complete column mapping correction - All data validated

Symbol,Sector,Listed_In,LDCP,Open,High,Low,Current,Change,Change(%),Volume
PKGP,0824,"ALLSHR,KSE100,KSE100PR",61.35,61.5,63.1,60.8,61.79,0.44,0.72,1938596.0
PSO,0821,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI",464.71,464.71,466.89,458.5,460.29,-4.42,-0.95,1641055.0
"DBCI
NC",0804,ALLSHR,8.72,8.9,9.0,8.41,8.46,-0.26,-2.98,1636441.0
SNBL,0807,ALLSHR,25.88,25.88,26.08,25.75,25.92,0.04,0.16,1616154.0
CPHL,0823,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR",89.33,89.33,89.99,88.25,88.5,-0.83,-0.93,1545532.0
FATIMA,0809,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",148.31,148.99,148.99,142.5,145.38,-2.93,-1.98,1537163.0
MEBL,0807,"ALLSHR,BKTI,JSGBKTI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,NBPPGI,NITPGI,PSXDIV20,UPP9",431.64,432.5,433.0,427.0,429.9,-1.74,-0.4,1521535.0
MACFL,0822,"ALLSHR,KMIALLSHR",28.94,29.75,30.4,28.01,28.1,-0.84,-2.9,1495404.0
PAKRI,0812,ALLSHR,16.94,17.25,17.48,16.62,16.97,0.03,0.18,1494592.0
JSMFETF,0837,,12.59,12.61,12.74,12.58,12.73,0.14,1.11,1489500.0
LSECL,0813,ALLSHR,4.55,4.66,4.66,4.4,4.46,-0.09,-1.98,1451743.0
LUCK,0804,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,UPP9",488.3,488.8,490.5,471.2,476.63,-11.67,-2.39,1401564.0
SPEL,0822,"ALLSHR,KMIALLSHR",59.37,60.0,60.85,58.39,58.65,-0.72,-1.21,1352581.0
GATM,0829,"ACI,ALLSHR,KMIALLSHR",30.24,30.5,31.0,30.01,30.09,-0.15,-0.5,1228440.0
WAVES,0803,"ALLSHR,KMIALLSHR",13.5,13.55,13.63,13.26,13.45,-0.05,-0.37,1218801.0
FDPL,0813,ALLSHR,6.81,6.75,6.87,6.68,6.75,-0.06,-0.88,1205393.0
THCCL,0804,ALLSHR,86.72,87.0,87.14,85.8,86.03,-0.69,-0.8,1199227.0
GGGL,0811,"ALLSHR,KMIALLSHR",11.01,11.1,11.1,10.68,10.76,-0.25,-2.27,1180520.0
AIRLINK,0828,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR",172.88,173.0,173.74,170.91,171.24,-1.64,-0.95,1151688.0
EFERT,0809,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,NBPPGI,NITPGI,PSXDIV20,UPP9",217.93,218.85,219.0,215.0,216.26,-1.67,-0.77,1099216.0
NRL,0825,"ALLSHR,JSMFI,KMI30,KMIALLSHR",414.66,416.11,424.0,415.0,418.18,3.52,0.85,1086881.0
AHCL,0809,"ALLSHR,PSXDIV20",15.99,15.76,15.94,15.76,15.85,-0.14,-0.88,1056098.0
SPWL,0824,"ALLSHR,KMIALLSHR",11.05,11.02,11.24,10.88,10.94,-0.11,-1.0,995719.0
ZAL,0828,"ALLSHR,KMIALLSHR",48.46,48.94,49.62,48.25,49.24,0.78,1.61,991295.0
MCB,0807,"ALLSHR,BKTI,JSGBKTI,KSE100,KSE100PR,KSE30,NBPPGI,NITPGI,PSXDIV20",367.47,368.0,371.0,360.0,366.18,-1.29,-0.35,968435.0
CYAN,0813,ALLSHR,55.83,56.0,56.0,50.25,50.25,-5.58,-9.99,955971.0
MSCL,0808,"ALLSHR,KMIALLSHR",13.9,14.18,15.29,13.75,15.29,1.39,10.0,925508.0
ANL,0829,"ALLSHR,KMIALLSHR",11.8,11.8,12.15,11.6,11.86,0.06,0.51,912136.0
"LSEVL
XR",0813,ALLSHR,6.96,7.0,7.0,6.5,6.72,-0.24,-3.45,907611.0
POWER,0804,"ALLSHR,KMIALLSHR",19.31,19.35,19.38,18.76,18.9,-0.41,-2.12,839912.0
JSBL,0807,ALLSHR,17.13,17.0,18.75,16.7,17.0,-0.13,-0.76,821262.0
WAVESAPP,0803,ALLSHR,9.71,9.71,9.83,9.51,9.68,-0.03,-0.31,797538.0
DCR,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",36.8,36.9,37.5,36.9,37.25,0.45,1.22,788213.0
IMAGE,0827,"ALLSHR,KMIALLSHR,PSXDIV20",25.51,25.54,25.89,25.45,25.61,0.1,0.39,786774.0
PREMA,0810,"ALLSHR,KMIALLSHR",40.17,40.05,40.41,39.8,39.9,-0.27,-0.67,785203.0
KML,0829,"ALLSHR,KMIALLSHR",15.34,15.34,15.63,15.01,15.18,-0.16,-1.04,781720.0
ASTL,0808,ALLSHR,24.02,23.6,24.4,23.6,24.03,0.01,0.04,755035.0
MERIT,0822,"ALLSHR,KMIALLSHR",13.03,13.15,13.65,13.02,13.31,0.28,2.15,738719.0
DNCC,0804,"ALLSHR,KMIALLSHR",24.51,24.5,24.83,23.81,24.11,-0.4,-1.63,719048.0
SYM,0828,"ALLSHR,KMIALLSHR",13.91,13.91,14.0,13.75,13.94,0.03,0.22,710933.0
MIIETF,0837,,17.39,17.57,17.57,17.15,17.23,-0.16,-0.92,708000.0
"IPAK
XB",0822,"ALLSHR,KMIALLSHR",28.71,28.71,29.4,28.01,28.18,-0.53,-1.85,672483.0
GCIL,0805,"ALLSHR,KMIALLSHR",34.97,34.87,35.14,34.55,34.67,-0.3,-0.86,670104.0
TPLI,0812,ALLSHR,22.05,23.0,23.3,22.12,22.99,0.94,4.26,666187.0
MZNPETF,0837,,20.73,20.98,20.98,20.45,20.6,-0.13,-0.63,633000.0
MARI,0820,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI,NBPPGI,NITPGI,OGTI",705.94,708.0,710.85,701.01,703.91,-2.03,-0.29,625653.0
GRR,0836,ALLSHR,20.3,20.3,20.3,20.2,20.3,0.0,0.0,597362.0
ILP,0829,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",78.0,78.01,78.59,76.88,77.75,-0.25,-0.32,591201.0
"CWSM
NC",0830,ALLSHR,50.92,51.01,53.6,51.01,51.8,0.88,1.73,551018.0
ALAC,0812,ALLSHR,12.17,12.22,12.39,11.96,12.01,-0.16,-1.31,547261.0
KOHC,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",106.06,106.49,107.0,104.7,104.87,-1.19,-1.12,541780.0
TGL,0811,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",219.42,219.45,220.45,212.0,217.26,-2.16,-0.98,506328.0
"AMTEX
NC",0830,ALLSHR,4.51,4.51,4.65,4.46,4.55,0.04,0.89,503619.0
ISL,0808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",113.68,113.58,115.74,109.0,109.86,-3.82,-3.36,501574.0
IREIT,0836,"ALLSHR,KMIALLSHR",9.79,9.86,9.86,9.68,9.73,-0.06,-0.61,486119.0
"MDTL
NC",0828,ALLSHR,4.23,4.44,4.44,4.24,4.25,0.02,0.47,484946.0
DOL,0805,"ALLSHR,KMIALLSHR",35.71,35.71,35.99,35.0,35.77,0.06,0.17,484251.0
TRIPF,0818,ALLSHR,157.1,159.4,163.0,157.51,159.44,2.34,1.49,475854.0
GGL,0805,"ALLSHR,KMIALLSHR",26.24,26.11,26.63,26.0,26.03,-0.21,-0.8,472875.0
ATRL,0825,"ALLSHR,JSMFI,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30,MZNPI",651.16,653.0,657.0,649.0,652.0,0.84,0.13,458036.0
CEPB,0822,"ALLSHR,KMIALLSHR",31.2,31.48,31.49,30.5,30.92,-0.28,-0.9,454363.0
BIPL,0807,"ALLSHR,KMIALLSHR,PSXDIV20",33.79,33.9,33.9,33.3,33.66,-0.13,-0.38,452338.0
BGL,0811,ALLSHR,12.81,12.81,12.97,12.5,12.59,-0.22,-1.72,423292.0
GHGL,0811,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",37.79,38.0,38.0,36.85,37.32,-0.47,-1.24,423197.0
AVN,0828,"ALLSHR,KMIALLSHR",43.41,43.41,43.82,43.2,43.36,-0.05,-0.11,414386.0
CRTM,0829,"ALLSHR,KMIALLSHR",28.5,29.2,29.49,28.21,28.36,-0.14,-0.49,411313.0
AKDSL,0813,ALLSHR,36.5,36.51,37.49,36.25,36.3,-0.2,-0.55,410537.0
"DSL
NC",0808,ALLSHR,7.82,7.91,7.96,7.69,7.86,0.04,0.51,391596.0
BFAGRO,0810,"ALLSHR,KMIALLSHR",42.27,42.6,42.6,41.77,42.0,-0.27,-0.64,391071.0
TPLRF1,0836,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",11.16,11.16,11.38,11.0,11.06,-0.1,-0.9,387814.0
SGF,0816,"ALLSHR,KMIALLSHR",111.98,112.01,113.39,110.6,111.18,-0.8,-0.71,369563.0
"PIL
NC",0812,ALLSHR,5.63,5.6,5.97,5.45,5.75,0.12,2.13,361098.0
LOTCHEM,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",29.22,27.1,29.5,27.1,29.02,-0.2,-0.68,353064.0
"CJPL
WU",0814,ALLSHR,18.92,18.5,18.5,17.4,17.44,-1.48,-7.82,338275.0
"DWTM
WU",0830,ALLSHR,7.71,7.98,8.45,7.12,7.54,-0.17,-2.2,337683.0
GAL,0801,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30",548.39,552.0,553.89,545.0,549.03,0.64,0.12,328104.0
GHNI,0801,"ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30",818.98,819.0,839.98,815.12,834.7,15.72,1.92,321827.0
ESBL,0813,ALLSHR,15.7,15.5,15.51,14.26,15.11,-0.59,-3.76,315315.0
IMS,0813,ALLSHR,21.63,21.06,21.85,21.06,21.49,-0.14,-0.65,315021.0
INIL,0808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",190.61,192.0,193.5,184.0,184.39,-6.22,-3.26,314967.0
ICL,0805,"ALLSHR,KMIALLSHR",163.9,164.9,165.0,160.75,162.49,-1.41,-0.86,299258.0
AICL,0812,"ALLSHR,KSE100,KSE100PR",85.19,85.2,85.75,82.11,82.7,-2.49,-2.92,297861.0
HABSM,0826,"ALLSHR,KMIALLSHR",83.06,83.01,91.0,75.0,86.91,3.85,4.64,297550.0
NCL,0829,"ACI,ALLSHR",46.85,47.35,47.49,46.0,46.59,-0.26,-0.55,295676.0
KOHE,0824,"ALLSHR,KMIALLSHR",17.9,17.53,18.2,17.53,17.94,0.04,0.22,295619.0
FANM,0819,"ALLSHR,KMIALLSHR",8.42,8.26,9.16,8.25,8.72,0.3,3.56,285892.0
ICIBL,0813,ALLSHR,5.7,5.79,5.79,5.65,5.7,0.0,0.0,283843.0
"DWSM
NC",0826,ALLSHR,7.4,7.5,8.0,7.49,7.57,0.17,2.3,274782.0
FCEPL,0810,"ALLSHR,KMIALLSHR",85.9,86.0,87.18,85.21,85.99,0.09,0.11,273004.0
POL,0820,"ALLSHR,KSE100,KSE100PR,KSE30,PSXDIV20",617.47,618.0,619.99,613.5,614.25,-3.22,-0.52,257534.0
MFL,0810,"ALLSHR,KMIALLSHR",72.24,70.5,78.92,70.5,77.22,4.98,6.89,254574.0
"SPL
NC",0805,ALLSHR,79.06,75.2,81.0,72.0,72.68,-6.38,-8.07,250438.0
UDLI,0818,"ALLSHR,KMIALLSHR",17.47,17.28,18.05,16.75,17.71,0.24,1.37,249120.0
GLAXO,0823,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,MII30",386.29,389.2,389.49,382.5,383.81,-2.48,-0.64,240133.0
"ASC
NC",0810,ALLSHR,13.75,13.75,14.15,13.3,13.85,0.1,0.73,239437.0
KOIL,0829,ALLSHR,33.52,33.52,33.85,33.2,33.31,-0.21,-0.63,236391.0
CSAP,0808,"ACI,ALLSHR,KMIALLSHR",104.26,104.24,105.5,103.02,103.31,-0.95,-0.91,224429.0
SEL,0824,"ALLSHR,KMIALLSHR",34.26,35.0,37.69,35.0,37.69,3.43,10.01,219454.0
JVDC,0838,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,PSXDIV20",79.2,79.0,79.8,78.55,79.0,-0.2,-0.25,214429.0
GTYR,0802,"ALLSHR,KMIALLSHR",39.87,40.0,40.39,39.2,39.37,-0.5,-1.25,214416.0
EMCO,0803,"ALLSHR,KMIALLSHR",63.31,63.99,69.64,63.99,65.3,1.99,3.14,209134.0
CHCC,0804,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",357.83,358.0,358.0,347.01,350.92,-6.91,-1.93,208430.0
EPQL,0824,"ALLSHR,KMIALLSHR",32.94,32.94,33.0,32.83,32.9,-0.04,-0.12,201020.0
MIRKS,0826,ALLSHR,39.76,39.65,40.5,39.1,39.5,-0.26,-0.65,182834.0
TATM,0830,"ALLSHR,KMIALLSHR",183.01,181.98,190.85,181.0,185.19,2.18,1.19,182735.0
WAFI,0821,"ALLSHR,KMIALLSHR",211.87,213.0,219.0,210.0,217.73,5.86,2.77,170886.0
CTM,0830,ALLSHR,6.48,6.39,6.58,6.26,6.33,-0.15,-2.31,170299.0
FCIBL,0813,ALLSHR,24.31,26.74,26.74,22.0,26.74,2.43,10.0,169704.0
AGL,0809,ALLSHR,68.15,68.1,68.89,67.81,68.19,0.04,0.06,161890.0
OCTOPUS,0828,"ALLSHR,KMIALLSHR",43.86,43.86,44.18,43.26,43.54,-0.32,-0.73,156763.0
ECOP,0818,"ALLSHR,KMIALLSHR",58.2,58.5,58.75,58.2,58.22,0.02,0.03,154387.0
"DFSM
NC",0830,ALLSHR,5.11,5.26,5.26,5.1,5.15,0.04,0.78,148856.0
HCAR,0801,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",282.12,281.5,282.98,280.1,282.02,-0.1,-0.03,146498.0
GWLC,0804,"ALLSHR,KMIALLSHR",63.22,62.51,63.63,62.2,62.57,-0.65,-1.03,145756.0
LIVEN,0823,"ALLSHR,KMIALLSHR",55.15,54.75,55.49,54.0,54.29,-0.86,-1.56,141181.0
APL,0821,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",551.86,551.76,551.76,542.0,545.7,-6.16,-1.12,140174.0
MTL,0801,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",512.45,512.0,514.0,508.0,511.57,-0.88,-0.17,137059.0
AGP,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",191.11,190.2,191.89,188.0,189.96,-1.15,-0.6,135979.0
CHBL,0829,ALLSHR,11.55,11.56,12.0,11.51,11.83,0.28,2.42,134606.0
BFBIO,0823,"ALLSHR,KMIALLSHR",151.02,152.0,152.45,150.3,151.44,0.42,0.28,131504.0
TSPL,0824,ALLSHR,16.02,15.51,17.37,15.5,16.32,0.3,1.87,127429.0
IDYM,0830,ALLSHR,176.63,177.9,179.0,172.47,173.77,-2.86,-1.62,126184.0
SHDT,0830,"ALLSHR,KMIALLSHR",55.0,55.99,57.5,55.55,56.94,1.94,3.53,125881.0
BBFL,0810,"ALLSHR,KMIALLSHR",50.92,50.92,51.0,50.35,50.45,-0.47,-0.92,122523.0
CLOV,0810,"ALLSHR,KMIALLSHR",39.79,39.99,39.99,39.13,39.33,-0.46,-1.16,121703.0
"FCEL
NC",0813,ALLSHR,6.0,6.0,6.1,5.97,6.0,0.0,0.0,118660.0
SAZEW,0801,"ACI,ALLSHR,KMI30,KMIALLSHR,KSE100,KSE100PR,KSE30,MII30",1674.48,1689.99,1689.99,1648.88,1652.29,-22.19,-1.32,118551.0
PABC,0818,"ALLSHR,KSE100,KSE100PR",135.13,135.06,136.2,131.0,132.1,-3.03,-2.24,118448.0
ADMM,0829,ALLSHR,53.1,54.0,55.8,53.11,54.25,1.15,2.17,118096.0
FPJM,0819,"ALLSHR,KMIALLSHR",9.2,9.4,9.5,9.15,9.25,0.05,0.54,115886.0
BIFO,0805,"ALLSHR,KMIALLSHR",166.43,167.0,175.0,166.0,172.85,6.42,3.86,113585.0
IGIHL,0812,ALLSHR,262.51,267.96,267.96,257.95,259.52,-2.99,-1.14,112828.0
DLL,0813,ALLSHR,698.68,767.97,767.97,660.0,665.39,-33.29,-4.76,111110.0
TSMF,0806,ALLSHR,14.64,14.9,14.96,14.01,14.51,-0.13,-0.89,109502.0
MWMP,0818,"ALLSHR,KMIALLSHR",75.81,75.01,75.01,70.21,71.93,-3.88,-5.12,109182.0
RPL,0822,"ALLSHR,KMIALLSHR",18.13,18.25,18.25,18.01,18.15,0.02,0.11,102225.0
HALEON,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",831.0,834.0,841.0,830.0,832.35,1.35,0.16,101211.0
PINL,0812,ALLSHR,10.5,10.65,10.69,10.4,10.5,0.0,0.0,100770.0
DAAG,0805,"ALLSHR,KMIALLSHR",90.61,92.0,99.67,88.75,92.52,1.91,2.11,98088.0
SHFA,0818,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",516.31,518.99,520.0,505.0,512.29,-4.02,-0.78,93077.0
JSML,0826,"ALLSHR,KMIALLSHR",61.21,61.03,62.0,59.0,60.71,-0.5,-0.82,92569.0
HGFA,0806,"ALLSHR,KSE100,KSE100PR",17.8,17.41,17.77,17.38,17.6,-0.2,-1.12,89275.0
HTL,0821,"ALLSHR,KMIALLSHR",54.32,54.88,55.48,54.15,54.28,-0.04,-0.07,85417.0
HIFA,0806,ALLSHR,6.4,6.32,6.5,6.3,6.35,-0.05,-0.78,79614.0
NATF,0810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30,PSXDIV20",391.85,392.03,393.45,387.02,391.07,-0.78,-0.2,76519.0
FLYNG,0804,"ALLSHR,KMIALLSHR",54.06,54.4,54.4,52.4,53.18,-0.88,-1.63,75450.0
UBLPETF,0837,,39.1,38.99,39.19,38.7,38.99,-0.11,-0.28,75000.0
LCI,0805,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",289.95,289.5,289.5,288.51,288.95,-1.0,-0.34,73080.0
ABOT,0823,"ALLSHR,KMIALLSHR,KSE100,KSE100PR,MII30",1041.46,1041.46,1060.0,1035.51,1051.4,9.94,0.95,71844.0
GATI,0827,"ALLSHR,KMIALLSHR",120.46,120.1,120.49,118.51,119.62,-0.84,-0.7,70155.0
NEXT,0813,ALLSHR,13.9,13.75,14.18,13.56,14.0,0.1,0.72,69673.0
JSCLPSA,0813,ALLSHR,10.14,10.11,10.11,10.0,10.11,-0.03,-0.3,68500.0
JSGBETF,0837,,42.25,43.0,44.5,43.0,43.86,1.61,3.81,68000.0
"HIRAT
NC",0830,ALLSHR,4.87,4.93,4.93,4.85,4.88,0.01,0.21,66918.0
JGICL,0812,ALLSHR,80.0,79.1,80.8,79.0,80.0,0.0,0.0,66741.0
ABL,0807,"ALLSHR,KSE100,KSE100PR",179.81,181.0,181.0,177.02,179.96,0.15,0.08,64363.0
AHL,0813,ALLSHR,112.8,113.0,113.0,111.5,112.02,-0.78,-0.69,56834.0
BAPL,0805,ALLSHR,42.49,42.1,44.0,42.0,43.42,0.93,2.19,56162.0
SINDM,0819,"ALLSHR,KMIALLSHR",25.42,25.42,27.0,24.0,24.48,-0.94,-3.7,56052.0
UCAPM,0819,"ALLSHR,KMIALLSHR",6.51,6.63,6.64,6.36,6.5,-0.01,-0.15,54809.0
DHPL,0813,"ALLSHR,KSE100,KSE100PR",55.02,49.52,49.52,49.52,49.52,-5.5,-10.0,54285.0
STCL,0811,"ALLSHR,KMIALLSHR",15.76,15.79,15.95,15.53,15.8,0.04,0.25,54250.0
JSCL,0813,ALLSHR,25.59,25.59,25.8,25.01,25.03,-0.56,-2.19,53668.0
NICL,0805,ALLSHR,230.5,230.0,237.0,230.0,235.5,5.0,2.17,52274.0
FEM,0819,"ALLSHR,KMIALLSHR",13.28,13.95,13.95,12.72,13.05,-0.23,-1.73,51747.0
"786
XR",0813,ALLSHR,12.67,12.68,13.32,12.0,12.49,-0.18,-1.42,51401.0
CPPL,0822,"ALLSHR,KMIALLSHR",100.05,100.69,101.44,99.32,100.07,0.02,0.02,50469.0
KSBP,0808,"ALLSHR,KMIALLSHR",199.62,199.99,200.0,197.5,198.06,-1.56,-0.78,48666.0
IDRT,0830,"ALLSHR,KMIALLSHR",21.54,21.05,23.69,21.05,22.98,1.44,6.69,47269.0
SHNI,0812,ALLSHR,10.04,10.22,10.3,9.8,9.92,-0.12,-1.19,42652.0
ORM,0819,"ALLSHR,KMIALLSHR",12.47,12.35,12.5,12.2,12.31,-0.16,-1.28,40149.0
CLCPS,0829,ALLSHR,3.49,3.49,3.59,3.43,3.47,-0.02,-0.57,40069.0
"HWQS
NC",0826,ALLSHR,22.4,22.6,22.6,20.76,21.22,-1.18,-5.27,38279.0
ANSM,0826,ALLSHR,15.25,15.17,15.9,15.01,15.06,-0.19,-1.25,37343.0
PTL,0802,"ALLSHR,KMIALLSHR",56.31,56.43,57.6,56.25,56.73,0.42,0.75,37339.0
BNWM,0835,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",74.09,75.69,75.69,72.02,74.39,0.3,0.41,35939.0
"GEMSPNL
XB",0828,"ALLSHR,KMIALLSHR",61.76,62.02,62.02,61.0,61.95,0.19,0.31,34800.0
TCORP,0826,"ALLSHR,KMIALLSHR",20.15,20.15,20.8,19.82,20.19,0.04,0.2,34100.0
AGIC,0812,ALLSHR,38.28,37.88,38.35,37.5,38.28,0.0,0.0,32384.0
DEL,0813,ALLSHR,24.83,25.25,25.5,24.79,24.82,-0.01,-0.04,31399.0
PAKL,0816,ALLSHR,54.68,52.6,54.65,51.98,52.43,-2.25,-4.11,30743.0
PKGI,0812,ALLSHR,12.19,12.01,12.4,12.0,12.16,-0.03,-0.25,30719.0
AGTL,0801,"ALLSHR,KMIALLSHR",410.97,411.99,414.99,407.26,410.31,-0.66,-0.16,30698.0
PPP,0822,"ALLSHR,KMIALLSHR",157.54,158.5,159.9,153.0,154.01,-3.53,-2.24,30272.0
MUGHALC,0808,ALLSHR,57.0,60.0,62.7,59.01,61.0,4.0,7.02,30087.0
"ARUJ
NC",0829,ALLSHR,12.86,12.6,13.45,12.6,13.16,0.3,2.33,28463.0
"KSTM
NC",0830,ALLSHR,13.97,13.94,14.0,13.35,13.69,-0.28,-2.0,28204.0
SCBPL,0807,"ALLSHR,KSE100,KSE100PR",67.92,68.7,69.1,67.65,68.71,0.79,1.16,26715.0
HICL,0812,ALLSHR,12.46,12.46,12.7,12.2,12.51,0.05,0.4,24954.0
GEMPACRA,0818,"ALLSHR,KMIALLSHR",32.44,32.25,35.6,29.2,35.6,3.16,9.74,24300.0
BFMOD,0819,"ALLSHR,KMIALLSHR",23.53,23.5,24.24,22.71,22.81,-0.72,-3.06,24194.0
PAKT,0832,"ALLSHR,KSE100,KSE100PR",1500.1,1500.0,1512.98,1500.0,1509.11,9.01,0.6,23313.0
AGIL,0802,"ALLSHR,KMIALLSHR",159.39,160.5,160.99,154.65,156.89,-2.5,-1.57,22843.0
OTSU,0823,ALLSHR,339.36,347.86,347.86,340.0,340.0,0.64,0.19,22402.0
SMCPL,0804,"ALLSHR,KMIALLSHR",38.94,39.5,39.5,38.85,39.01,0.07,0.18,21722.0
KOHTM,0830,"ALLSHR,KMIALLSHR",59.0,59.0,59.25,58.6,58.99,-0.01,-0.02,21438.0
BERG,0805,"ALLSHR,KMIALLSHR",103.81,104.9,104.9,103.0,103.87,0.06,0.06,21232.0
INDU,0801,"ALLSHR,KSE100,KSE100PR",1980.48,1989.0,1989.0,1954.0,1964.14,-16.34,-0.83,20363.0
GEMBLUEX,0833,"ALLSHR,KMIALLSHR",85.97,77.53,94.57,77.5,90.56,4.59,5.34,20009.0
